Artist_Name,Artwork_Name,Artwork_Year,Process,Dimensions,Provenance,Assension_Number,image
Dave Muller,Oversized Card Set (Collector&#039;s Version),1996,Enamel and tape on aluminum,"Each (4 Panels): 23 x 34 3/4 in. (58.4 x 88.3 cm)
Installed:  Dimensions variable","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",2002.7,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.7&dim=300px
Paul McCarthy,Masks (Rocky),1994,"Cibachrome print, edition 2/3",72 x 48 in. (182.9 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",2004.175,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.175&dim=300px
Robert Motherwell,Lyric Suite (D65-209),1965,Black and colored ink on rice paper,11 x 9 in. (27.9 x 22.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Steven Roth",2006.53,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.53&dim=300px
Keith Mayerson,The Wizard of Oz Quintet,2006,Oil on linen,48 x 80 in. (121.9 x 203.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lois Plehn",2007.84,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.84&dim=300px
JP Munro,The War Universe,2002,Collage and gouache on paper,18 x 24 in. (45.7 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dean Valentine and Amy Adelson  in memory of Giovanni Intra",2003.45,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.45&dim=300px
Catherine Opie,Portrait of James,1993,Chromogenic print,21 x 17 in. (53.3 x 43.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Councilman Joel Wachs",99.26,http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.26&dim=300px
Bill Owens,Doing laundry is death defying; as soon as you&#039;re done you have to start all over again.,1972,Chromogenic print,30 x 40 in. (76.2 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",2004.62,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.62&dim=300px
Richard Prince,Untitled (Palms and Decals),1987,Ektacolor photographs,86 x 47 in. (218.4 x 119.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Daniel Weinberg",92.84,http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.84&dim=300px
Thomas Scheibitz,Untitled No. 372,2003,Oil on linen,57 1/8 x 98 1/2 in. (145.1 x 250.2 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",2004.201,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.201&dim=300px
Allen Ruppersberg,What Should I Do?,1988,Silkscreen on lead,21 7/8 x 14 in. (55.6 x 35.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Councilman Joel Wachs",96.37,http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.37&dim=300px
Adam Ross,"A Sequence of images derived from ideas of architecture, loneliness and time",1998,Graphite on paper,"23 x 720 in. (58.4 x 1828.8 cm)
Each (24 Panels): 23 x 28 in. (58.4 x 71.1 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Michael A. Mehring and Shoshana and Wayne Blank",2000.115A-X,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.115A-X&dim=300px
Ted Stamm,C-Dodger-7,1980,Oil on canvas,37 1/2 x 109 1/4 in. (95.3 x 277.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Igor Foundation, Inc.",86.68,http://www.moca.org/museum/pc_media_viewer.php?acsnum=86.68&dim=300px
Richard Anuszkiewicz,The Symbolic City,1963,Gouache on paper,20 x 20 in. (50.8 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the Lasky Charitable Lead Trust, Marshall P. Levine and Harlan B. Levine, Trustees, in honor of Morelle I. Levine and Norman D. Levine",2006.39,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.39&dim=300px
Lari Pittman,An American Place,1986,Oil and acrylic on mahogany panels,80 x 164 in. (203.2 x 416.6 cm),"The Museum of Contemporary Art, Los Angeles
The El Paso Natural Gas Company Fund for California Art",86.47,http://www.moca.org/museum/pc_media_viewer.php?acsnum=86.47&dim=300px
Jules Olitski,Pearlescent Flood,1970,Acrylic on canvas,93 x 125 in. (236.2 x 317.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Stephan Hahn",85.104,http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.104&dim=300px
Bill Owens,Some days when there is no one to play with I build Glenn a tent play house out of two chairs and two blankets.,1972,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.67,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.67&dim=300px
Claes Oldenburg,Green Stocking,1961,"Muslin soaked in plaster over wire frame, painted with enamel",43 1/4 x 18 in. (109.9 x 45.7 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",86.13,http://www.moca.org/museum/pc_media_viewer.php?acsnum=86.13&dim=300px
Catherine Opie,Frankie,1994,"Fuji Supergloss dye-coupler print, A.P.",20 x 16 in. (50.8 x 40.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Chip and Lara Leavitt",2003.123,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.123&dim=300px
Louise Nevelson,Moon Fountain,1957,Wood painted black,43 x 36 x 34 in. (109.2 x 91.4 x 86.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Mr. and Mrs. Arnold Glimcher",85.32,http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.32&dim=300px
Barnett Newman,18 Cantos,1963,"19 lithographs, edition 11/18",15 3/4 x 13 7/8 in. each,"The Museum of Contemporary Art, Los Angeles
Gift of Marcia Simon Weisman",83.13A-S,http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.13A-S&dim=300px
Kelly Nipper,shotgun and a figure 8 (detail 2),2000,"Four framed chromogenic prints, edition 3/6",50 x 65 in. (127 x 165.1 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",2001.21.2,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.21.2&dim=300px
Arnold Newman,Moses and Raphael Soyer - New York City,1942,Silver print,11 x 14 in. (27.9 x 35.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Jonathan Starr",85.110,http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.110&dim=300px
Ivan Morley,San Gabriel,2003,Oil on glass,36 x 30 in. (91.4 x 76.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",2003.41,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.41&dim=300px
Paul McCarthy,Face Painting/Floor White Line,1972,Two black and white photographs,"Frame (each): 23 1/8 x 17 1/4 x 1 in. (58.7 x 43.8 x 2.5 cm)
Each: 23 1/4 x 17 1/4 in. (59.1 x 43.8 cm)","The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",2004.168A-B,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.168A-B&dim=300px
Dave Muller,Damaged Goods,1994,"Pencil, glitter, glue, and ink on paper",32 x 24 in. (81.3 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Drawings Committee, 2002",2002.20,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.20&dim=300px
Allan McCollum,The Dog From Pompeii,1991,Polymer-modified Hydrocal,20 x 21 x 21 in. (50.8 x 53.3 x 53.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",2004.15,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.15&dim=300px
Elaine Mayes,Pegasus,1972,Gelatin silver print,7 7/8 x 12 in. (20 x 30.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Sue and Al Dorskind",87.65.14,http://www.moca.org/museum/pc_media_viewer.php?acsnum=87.65.14&dim=300px
Malcolm Morley,Boat,1964,Acrylic on canvas,36 x 72 in. (91.4 x 182.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift from the Collection of Laura-Lee and Robert Woods",91.75,http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.75&dim=300px
Carl Andre,Asterism,1981,Four steel plates,1/2 x 10 3/8 x 15 1/8 in. (1.3 x 26.4 x 38.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Kourosh Larizadeh and an anonymous donor",93.59,http://www.moca.org/museum/pc_media_viewer.php?acsnum=93.59&dim=300px
John Miller,We Drank Some Cokes and Beat Our Toys into Ploughshares,1991,"Assorted plastic objects, aluminum cans, insulation foam, plaster, paper mache, modeling paste, styrofoam, acrylic on masonite panel",47 1/4 x 39 1/2 x 10 1/4 in. (120 x 100.3 x 26 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and Metro Pictures, New York",97.124,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.124&dim=300px
Paul McCarthy,Masks (Monkey),1994,"Cibachrome print, edition 2/3",72 x 48 in. (182.9 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",2004.171,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.171&dim=300px
Nathan Oliveira,Black Christ #1,1963,"Lithograph, edition 10/10",30 x 22 in. (76.2 x 55.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Beverly Cohn",83.14,http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.14&dim=300px
Margit Omar,Sometimes in Our Dreams We See Too Clearly,1983,Acrylic on canvas,79 x 140 in. (200.7 x 355.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of John Gordon",83.34A-B,http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.34A-B&dim=300px
Bill Owens,"I find the tensions of the day go away when I run a few miles before dark.  The light is different, I hear new things and smell new odors like a fireplace burning oakwood.  Sometimes I find that dogs are not man&#039;s best friend.",1972,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.25,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.25&dim=300px
Claes Oldenburg,Soft Scissors,1968,"Canvas filled with kapok, painted with Liquitex",42 x 22 x 7 in. (106.7 x 55.9 x 17.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Robert H. Halff",2005.15,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.15&dim=300px
Adrian Piper,Concrete Infinity Documentation Piece,1970,Photo collage on graph paper,Each (57 Pages): 11 x 8 1/2 in. (27.9 x 21.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Drawings Committee, 2001",2001.34,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.34&dim=300px
Hirsch Perlman,Two Affect Studies,2000,"DVD projection, digital stills and certificate, edition 2/3",Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",2001.22,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.22&dim=300px
Wolfgang Tillmans,Concorde L 449-17,1997,"Chromogenic dye coupler print, edition 2/10","Image: 12 x 8 in. (30.5 x 20.3 cm)
Paper: 12 1/2 x 8 1/2 in. (31.8 x 21.6 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Bruce and Nancy Berman",2003.98,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.98&dim=300px
George Stoll,Untitled #2 (Tupperware),1996,Beeswax and paraffin with pigment,10 x 6 x 6 in. (25.4 x 15.2 x 15.2 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",2004.213,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.213&dim=300px
Coleen Sterritt,Flush,1991,Fix-all on styrofoam and steel armature,84 x 81 x 15 in. (213.4 x 205.7 x 38.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dr. and Mrs. Arthur M. Chester",91.29A-B,http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.29A-B&dim=300px
Allen Ruppersberg,Preview,1988,"Ten offset posters, edition of 30",Each: 22 x 14 in. (55.9 x 35.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dr. and Mrs. Merle S. Glick",91.62A-J,http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.62A-J&dim=300px
Daniel Richter,Elvis,1996,Oil on canvas,Image: 69 x 53 1/4 in. (175.3 x 135.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Carla and Fred Sands",2008.29,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.29&dim=300px
Robert Ryman,"untitled, Surface Veil 26&quot; x 26&quot;",1970,Oil on fiberglass on foamcore,26 x 26 in. (66 x 66 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",85.77,http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.77&dim=300px
David Salle,View the Author Through Long Telescopes,1981,Acrylic on canvas,"72 x 96 in. (182.9 x 243.8 cm)
Frame: 74 1/2 x 98 3/4 in. (189.2 x 250.8 cm)","The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",85.78,http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.78&dim=300px
Manfred Pernice,Sieg,2000,"Particle board, metal, carpet, book, socks, clothes pins, cigarettes, glass, text","Carpet: 212 x 237 in. (538.5 x 602 cm)
Text: 12 x 15 in. (30.5 x 38.1 cm)
Sculpture: 63 x 99 x 79 in. (160 x 251.5 x 200.7 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",2001.37,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.37&dim=300px
Bill Owens,If Bank of American knew the truth...,1972,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.63,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.63&dim=300px
Claes Oldenburg,Bride Mannikin,1961,"Muslin soaked in plaster over wire frame, painted with enamel",61 x 37 1/2 x 36 3/4 in. (154.9 x 95.3 x 93.3 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",85.20,http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.20&dim=300px
Bill Owens,We&#039;re home three weekends a year.  Our camper is our real home.  Being a member of the National Campers and Hikers Association gives our family the opportunity and the enjoyment of getting out of town every weekend... and to camp with other families.,1972,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.22,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.22&dim=300px
Catherine Opie,Untitled #4,1997,"Iris print, edition of 5","16 x 41 in. (40.6 x 104.1 cm)
Frame: 26 1/2 x 51 3/8 in. (67.3 x 130.5 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Citibank Private Bank Emerging Artists Award, 1997",97.183,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.183&dim=300px
Margit Omar,The High Desert Series: Joshua,1977,Acrylic on canvas,84 x 60 in. (213.4 x 152.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dr. Leopold S. Tuchman",83.33,http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.33&dim=300px
Jeff Ono,Map Ref./Seeing Other People/Unknown 4,1998,"Paper towels, cardboard, construction paper, and tape",17 x 53 x 53 in. (43.2 x 134.6 x 134.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Hudson",2004.73,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.73&dim=300px
Jun Nguyen-Hatsushiba,Happy New Year - Memorial Project Vietnam II,2003,"Digital video project, edition 2/6",Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",2004.70,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.70&dim=300px
Kelly Nipper,shotgun and a figure 8 (detail 4),2000,"Four framed chromogenic prints, edition 3/6",50 x 65 in. (127 x 165.1 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",2001.21.4,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.21.4&dim=300px
Robert Mangold,Yellow from Three Aquatints,1979,"Aquatint, edition 24/50",23 1/2 x 58 3/8 in. (59.7 x 148.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The American Art Foundation",81.16,http://www.moca.org/museum/pc_media_viewer.php?acsnum=81.16&dim=300px
Dave Muller,An Uncommonly Serene Moment,1998,Panel and acrylic on paper,40 x 30 in. (101.6 x 76.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Drawings Committee, 2002",2002.19,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.19&dim=300px
Carl Andre,Steel-Zinc Dipole,1989,Steel and zinc,39 1/2 x 39 1/2 x 1/4 in. (100.3 x 100.3 x 0.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gilbert B. Friesen in honor of Jeremy Strick",2000.1,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.1&dim=300px
Cindy Sherman,Untitled (Self Portait holding a book),1985,Color photograph,14 x 14 in.,"The Museum of Contemporary Art, Los Angeles
Gift of Alan N. Kleinman from the Estate of Marsha Kleinman",99.93,http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.93&dim=300px
Richard Diebenkorn,Spreading Spade,1981,"Drypoint and aquatint, edition 34/35",36 1/2 x 30 1/2 in. (92.7 x 77.5 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",96.110,http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.110&dim=300px
Magdalena Abakanowicz,Artumore,1989,"Bronze, unique",60 x 13 x 10 1/4 in. (152.4 x 33 x 26 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Beatrice and Philip Gersh",98.42,http://www.moca.org/museum/pc_media_viewer.php?acsnum=98.42&dim=300px
Cindy Sherman,Untitled #223,1990,"Chromogenic color print, edition 1/6",58 x 42 in. (147.3 x 106.7 cm),"The Museum of Contemporary Art, Los Angeles
Partial gift of Beatrice and Philip Gersh",97.162,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.162&dim=300px
Carl Andre,8 Blocks and Stones,1973,Concrete blocks and river stones,Each: 11 1/2 x 11 3/4 x 3 1/2 in. (29.2 x 29.8 x 8.9 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",85.36,http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.36&dim=300px
Gordon Matta-Clark,Office Baroque,1977,"Parquet wood flooring, drywall, and wood with cibachrome print on masonite","Photo: 30 x 20 in. (76.2 x 50.8 cm)
Floor: 15 3/4 x 59 x 90 1/2 in. (40 x 149.9 x 229.9 cm)","The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",2004.166A-C,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.166A-C&dim=300px
Robert Moskowitz,Skyline,1974,Acrylic and latex on canvas,90 x 75 in. (228.6 x 190.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Zachary Cohen",83.31,http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.31&dim=300px
Allan McCollum,The Dog From Pompeii,1991,Polymer-modified Hydrocal,20 x 21 x 21 in. (50.8 x 53.3 x 53.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",2004.14,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.14&dim=300px
