technique,provenance,title,imageUrl,dimensions,artist,accessionId,url
Serigraph on Fabriano Rosaspina paper,Museum purchase,Now You Cookin' with Gas,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CSaar%5FCookin%2Ejpg,"14.75"" H x 11"" W",Betye Saar,2001.12.6,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=13
Leather-bound book with letter-press printing and serigraphs,Museum purchase,Bookmarks in the Pages of Life: Six short stories by Zora Neale Hurston with six original serigraphs by Betye Saar,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CBookmarks%2Ebmp,"15.25"" H x 12"" W x 1"" D",Betye Saar [illustrator],2001.4,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar+%5Billustrator%5D&whereclause=where+maker%3D%27Betye+Saar+%5Billustrator%5D%27+OR+cleanmaker%3D%27Betye+Saar+%5Billustrator%5D%27+OR+maker1%3D%27Betye+Saar+%5Billustrator%5D%27+OR+maker2%3D%27Betye+Saar+%5Billustrator%5D%27+OR+maker3%3D%27Betye+Saar+%5Billustrator%5D%27+OR+maker4%3D%27Betye+Saar+%5Billustrator%5D%27+OR+maker5%3D%27Betye+Saar+%5Billustrator%5D%27&current_record=1
Photograph,(Attributed to) Gift of Wayne & Shelby Kostman,Prof. R. B. Smith,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CFICitems%5CFIC20015%2E4%2Ejpg,"6½ x 4¼""",Brittingham & Willyerd,AF19981.2.G8,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Brittingham+%26+Willyerd&whereclause=where+maker%3D%27Brittingham+%26+Willyerd%27+OR+cleanmaker%3D%27Brittingham+%26+Willyerd%27+OR+maker1%3D%27Brittingham+%26+Willyerd%27+OR+maker2%3D%27Brittingham+%26+Willyerd%27+OR+maker3%3D%27Brittingham+%26+Willyerd%27+OR+maker4%3D%27Brittingham+%26+Willyerd%27+OR+maker5%3D%27Brittingham+%26+Willyerd%27&current_record=1
Cast bronze,"Gift of the artist, in honor of Rev. Elliott James Mason",He's Got the Whole World in His Hands,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CWorld%2Ebmp,"29.25 x 13 x 8.5""",Carroll Harris Simms,AF1984.56,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Carroll+Harris+Simms&whereclause=where+maker%3D%27Carroll+Harris+Simms%27+OR+cleanmaker%3D%27Carroll+Harris+Simms%27+OR+maker1%3D%27Carroll+Harris+Simms%27+OR+maker2%3D%27Carroll+Harris+Simms%27+OR+maker3%3D%27Carroll+Harris+Simms%27+OR+maker4%3D%27Carroll+Harris+Simms%27+OR+maker5%3D%27Carroll+Harris+Simms%27&current_record=1
Wood,Gift of Dr. and Mrs. Melvin Silverman,Mask,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSilverman%5CChamba+mask%2Ejpg,"22 x 7""",Chamba people of Nigeria,AF1984.132.12,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Chamba+people+of+Nigeria&whereclause=where+maker%3D%27Chamba+people+of+Nigeria%27+OR+cleanmaker%3D%27Chamba+people+of+Nigeria%27+OR+maker1%3D%27Chamba+people+of+Nigeria%27+OR+maker2%3D%27Chamba+people+of+Nigeria%27+OR+maker3%3D%27Chamba+people+of+Nigeria%27+OR+maker4%3D%27Chamba+people+of+Nigeria%27+OR+maker5%3D%27Chamba+people+of+Nigeria%27&current_record=3
Carved and stained wood,Gift of T.K. Wang,Bird (The Penguin),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDASFOT%7E1%5CBIRD%2EBMP,"overall: 14"" x 6.25"" x 2.25""; base: 2.25"" x 6.25""",Charles Dickson,2001.14,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Dickson&whereclause=where+maker%3D%27Charles+Dickson%27+OR+cleanmaker%3D%27Charles+Dickson%27+OR+maker1%3D%27Charles+Dickson%27+OR+maker2%3D%27Charles+Dickson%27+OR+maker3%3D%27Charles+Dickson%27+OR+maker4%3D%27Charles+Dickson%27+OR+maker5%3D%27Charles+Dickson%27&current_record=1
Cast bronze on marble and wood platform,Museum purchase,Mae,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMae%2Ejpg,"20.5"" H x 8.75"" W x 6.75"" D",Charles Dickson,2001.11,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Dickson&whereclause=where+maker%3D%27Charles+Dickson%27+OR+cleanmaker%3D%27Charles+Dickson%27+OR+maker1%3D%27Charles+Dickson%27+OR+maker2%3D%27Charles+Dickson%27+OR+maker3%3D%27Charles+Dickson%27+OR+maker4%3D%27Charles+Dickson%27+OR+maker5%3D%27Charles+Dickson%27&current_record=2
Gelatin silver print,Gift of Gary and Tracy Mezzatesta,Faces Set #9: Pam Chriswell,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FGaines%5CGaines%5FFacesLeft%2Ejpg,"27.5"" H x 23.5"" W",Charles Gaines,2005.11.1a,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Gaines&whereclause=where+maker%3D%27Charles+Gaines%27+OR+cleanmaker%3D%27Charles+Gaines%27+OR+maker1%3D%27Charles+Gaines%27+OR+maker2%3D%27Charles+Gaines%27+OR+maker3%3D%27Charles+Gaines%27+OR+maker4%3D%27Charles+Gaines%27+OR+maker5%3D%27Charles+Gaines%27&current_record=1
pen & ink on paper,Gift of Gary and Tracy Mezzatesta,"Faces Set #9: Drawing 2, The Negative",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FGaines%5CGaines%5FFacesCenter%2Ejpg,"27.5"" H x 23.5"" W",Charles Gaines,2005.11.1b,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Gaines&whereclause=where+maker%3D%27Charles+Gaines%27+OR+cleanmaker%3D%27Charles+Gaines%27+OR+maker1%3D%27Charles+Gaines%27+OR+maker2%3D%27Charles+Gaines%27+OR+maker3%3D%27Charles+Gaines%27+OR+maker4%3D%27Charles+Gaines%27+OR+maker5%3D%27Charles+Gaines%27&current_record=2
pen & ink on paper,Gift of Gary and Tracy Mezzatesta,"Faces Set #9: Drawing 3, The Composite",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FGaines%5CGaines%5FFacesRight%2Ejpg,"27.5"" H x 23.5"" W",Charles Gaines,2005.11.1c,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Gaines&whereclause=where+maker%3D%27Charles+Gaines%27+OR+cleanmaker%3D%27Charles+Gaines%27+OR+maker1%3D%27Charles+Gaines%27+OR+maker2%3D%27Charles+Gaines%27+OR+maker3%3D%27Charles+Gaines%27+OR+maker4%3D%27Charles+Gaines%27+OR+maker5%3D%27Charles+Gaines%27&current_record=3
Gelatin silver prints and ink mounted on board,Gift of Gary and Tracy Mezzatesta,Night Crimes: Ursa Major II,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FGaines%5CGaines%5FNightCrimes%2Ejpg,"41.25"" H x 26"" W",Charles Gaines,2005.11.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Gaines&whereclause=where+maker%3D%27Charles+Gaines%27+OR+cleanmaker%3D%27Charles+Gaines%27+OR+maker1%3D%27Charles+Gaines%27+OR+maker2%3D%27Charles+Gaines%27+OR+maker3%3D%27Charles+Gaines%27+OR+maker4%3D%27Charles+Gaines%27+OR+maker5%3D%27Charles+Gaines%27&current_record=4
ink on paper,Museum purchase,"Letters and sketches pertaining to the invention of the ""Creep Jack""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CCreep+Jack%2Ebmp,varies,Charles Robertson,2001.1.7,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Robertson&whereclause=where+maker%3D%27Charles+Robertson%27+OR+cleanmaker%3D%27Charles+Robertson%27+OR+maker1%3D%27Charles+Robertson%27+OR+maker2%3D%27Charles+Robertson%27+OR+maker3%3D%27Charles+Robertson%27+OR+maker4%3D%27Charles+Robertson%27+OR+maker5%3D%27Charles+Robertson%27&current_record=1
African mahogany,Gift of Charles and Geraldine Schlein,Lament (the Victim of Lynching - the Lament and the Protest),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLament%2Ejpg,"37.5"" H x 30"" W x 0.75"" D",Charles Schlein,AF19838.3,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Schlein&whereclause=where+maker%3D%27Charles+Schlein%27+OR+cleanmaker%3D%27Charles+Schlein%27+OR+maker1%3D%27Charles+Schlein%27+OR+maker2%3D%27Charles+Schlein%27+OR+maker3%3D%27Charles+Schlein%27+OR+maker4%3D%27Charles+Schlein%27+OR+maker5%3D%27Charles+Schlein%27&current_record=1
Gelatin silver print,Gift of C.W. Slaughter,Miles Davis,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMilesDavis%5FSlaughter%2Ejpg,"14"" H x 11"" W",Charles W. Slaughter,AF19845.119,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+W%2E+Slaughter&whereclause=where+maker%3D%27Charles+W%2E+Slaughter%27+OR+cleanmaker%3D%27Charles+W%2E+Slaughter%27+OR+maker1%3D%27Charles+W%2E+Slaughter%27+OR+maker2%3D%27Charles+W%2E+Slaughter%27+OR+maker3%3D%27Charles+W%2E+Slaughter%27+OR+maker4%3D%27Charles+W%2E+Slaughter%27+OR+maker5%3D%27Charles+W%2E+Slaughter%27&current_record=1
Oil on canvas,Gift of the Director Arts Circle,Freedom Now,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FWhite%5CFreedom%2Ejpg,"40.5"" H x 50.25"" W",Charles Wilbert White,AF19911.4,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Wilbert+White&whereclause=where+maker%3D%27Charles+Wilbert+White%27+OR+cleanmaker%3D%27Charles+Wilbert+White%27+OR+maker1%3D%27Charles+Wilbert+White%27+OR+maker2%3D%27Charles+Wilbert+White%27+OR+maker3%3D%27Charles+Wilbert+White%27+OR+maker4%3D%27Charles+Wilbert+White%27+OR+maker5%3D%27Charles+Wilbert+White%27&current_record=1
Pen and ink drawing,Gift of Dr. and Mrs. Leon O. Banks,Untitled (Study for a Sculpture),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FWhite%5CStudy%2Ejpg,"28"" H x 21"" W x 1"" D",Charles Wilbert White,AF199912.40.5,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Wilbert+White&whereclause=where+maker%3D%27Charles+Wilbert+White%27+OR+cleanmaker%3D%27Charles+Wilbert+White%27+OR+maker1%3D%27Charles+Wilbert+White%27+OR+maker2%3D%27Charles+Wilbert+White%27+OR+maker3%3D%27Charles+Wilbert+White%27+OR+maker4%3D%27Charles+Wilbert+White%27+OR+maker5%3D%27Charles+Wilbert+White%27&current_record=2
lithograph on paper,Gift of Dorothy Geller,Mayor Thomas Bradley,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FWhite%5CBradWhite%2Ejpg,"30"" H x 22"" W",Charles Wilbert White,2001.8,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Wilbert+White&whereclause=where+maker%3D%27Charles+Wilbert+White%27+OR+cleanmaker%3D%27Charles+Wilbert+White%27+OR+maker1%3D%27Charles+Wilbert+White%27+OR+maker2%3D%27Charles+Wilbert+White%27+OR+maker3%3D%27Charles+Wilbert+White%27+OR+maker4%3D%27Charles+Wilbert+White%27+OR+maker5%3D%27Charles+Wilbert+White%27&current_record=3
Woodcut,Gift of the Arts Council,Untitled (Man with Beard),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FWhite%5CWhite%5FUntitled%2Ejpg,"18.75"" x 15.5""",Charles Wilbert White,2005.7.9,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Wilbert+White&whereclause=where+maker%3D%27Charles+Wilbert+White%27+OR+cleanmaker%3D%27Charles+Wilbert+White%27+OR+maker1%3D%27Charles+Wilbert+White%27+OR+maker2%3D%27Charles+Wilbert+White%27+OR+maker3%3D%27Charles+Wilbert+White%27+OR+maker4%3D%27Charles+Wilbert+White%27+OR+maker5%3D%27Charles+Wilbert+White%27&current_record=4
Oil on panel,Gift of Thomas N. Whitehead in memory of Ora G. Williams,Pecan Pickers,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPecan+Pickers%2Ejpg,"21½"" x 27½""",Clementine Hunter,AF198511.33,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Clementine+Hunter&whereclause=where+maker%3D%27Clementine+Hunter%27+OR+cleanmaker%3D%27Clementine+Hunter%27+OR+maker1%3D%27Clementine+Hunter%27+OR+maker2%3D%27Clementine+Hunter%27+OR+maker3%3D%27Clementine+Hunter%27+OR+maker4%3D%27Clementine+Hunter%27+OR+maker5%3D%27Clementine+Hunter%27&current_record=1
Cardboard and paper,Gift of Vertenis Shephard,British Passport of Kenneth F. Renwick (Ken Renard),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKen+Renard%5CRenardPP%2Ejpg,"6"" H x 4.25"" W x  0.375"" D",Colonial Secretary's Office,2001.13.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Colonial+Secretary%27s+Office&whereclause=where+maker%3D%27Colonial+Secretary%27%27s+Office%27+OR+cleanmaker%3D%27Colonial+Secretary%27%27s+Office%27+OR+maker1%3D%27Colonial+Secretary%27%27s+Office%27+OR+maker2%3D%27Colonial+Secretary%27%27s+Office%27+OR+maker3%3D%27Colonial+Secretary%27%27s+Office%27+OR+maker4%3D%27Colonial+Secretary%27%27s+Office%27+OR+maker5%3D%27Colonial+Secretary%27%27s+Office%27&current_record=1
printed paper,Gift of Edward T. Garcia,Dartmouth College Concert Series presents: de Paur's Infantry Chorus,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMilitary%5CdePaur%5CDePaur%5FDartmouthCollege+copy%2Ejpg,"11"" H x 7.75"" W","Columbia Concerts, Inc.",2008.12.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Columbia+Concerts%2C+Inc%2E&whereclause=where+maker%3D%27Columbia+Concerts%2C+Inc%2E%27+OR+cleanmaker%3D%27Columbia+Concerts%2C+Inc%2E%27+OR+maker1%3D%27Columbia+Concerts%2C+Inc%2E%27+OR+maker2%3D%27Columbia+Concerts%2C+Inc%2E%27+OR+maker3%3D%27Columbia+Concerts%2C+Inc%2E%27+OR+maker4%3D%27Columbia+Concerts%2C+Inc%2E%27+OR+maker5%3D%27Columbia+Concerts%2C+Inc%2E%27&current_record=1
Photo-mechanical reproduction,unknown,Boyz 'n the Hood,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMovies%5CBoyz+N+Hood%2Ejpg,"44"" x 29""",Columbia Pictures,unk3.2001.5,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Columbia+Pictures&whereclause=where+maker%3D%27Columbia+Pictures%27+OR+cleanmaker%3D%27Columbia+Pictures%27+OR+maker1%3D%27Columbia+Pictures%27+OR+maker2%3D%27Columbia+Pictures%27+OR+maker3%3D%27Columbia+Pictures%27+OR+maker4%3D%27Columbia+Pictures%27+OR+maker5%3D%27Columbia+Pictures%27&current_record=1
Photo-mechanical reproduction,Museum purchase,Guess Who's Coming To Dinner,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMovies%5CWho%5FDinner%2Ebmp,"43"" x 28.5""",Columbia Pictures Corp.,unk3.2001.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Columbia+Pictures+Corp%2E&whereclause=where+maker%3D%27Columbia+Pictures+Corp%2E%27+OR+cleanmaker%3D%27Columbia+Pictures+Corp%2E%27+OR+maker1%3D%27Columbia+Pictures+Corp%2E%27+OR+maker2%3D%27Columbia+Pictures+Corp%2E%27+OR+maker3%3D%27Columbia+Pictures+Corp%2E%27+OR+maker4%3D%27Columbia+Pictures+Corp%2E%27+OR+maker5%3D%27Columbia+Pictures+Corp%2E%27&current_record=1
carbon and paper,Gift of David Rose,"Batten, Barton, Durstine & Osborn memorandum",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CMemo%2Ejpg,"6.75"" H x 7.25"" W",D. J. Donnelly,2000.5.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+D%2E+J%2E+Donnelly&whereclause=where+maker%3D%27D%2E+J%2E+Donnelly%27+OR+cleanmaker%3D%27D%2E+J%2E+Donnelly%27+OR+maker1%3D%27D%2E+J%2E+Donnelly%27+OR+maker2%3D%27D%2E+J%2E+Donnelly%27+OR+maker3%3D%27D%2E+J%2E+Donnelly%27+OR+maker4%3D%27D%2E+J%2E+Donnelly%27+OR+maker5%3D%27D%2E+J%2E+Donnelly%27&current_record=1
Mixed media construction on canvas,Gift of Dorothy and David Levinson,Dolless Hour,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLaRue+Johnson%5CDolless+Hour%2Ejpg,"20"" H x 18.5"" W x 1.5"" D",Daniel LaRue Johnson,2003.1.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Daniel+LaRue+Johnson&whereclause=where+maker%3D%27Daniel+LaRue+Johnson%27+OR+cleanmaker%3D%27Daniel+LaRue+Johnson%27+OR+maker1%3D%27Daniel+LaRue+Johnson%27+OR+maker2%3D%27Daniel+LaRue+Johnson%27+OR+maker3%3D%27Daniel+LaRue+Johnson%27+OR+maker4%3D%27Daniel+LaRue+Johnson%27+OR+maker5%3D%27Daniel+LaRue+Johnson%27&current_record=1
Mixed media construction on canvas,Gift of Dorothy and David Levinson,"""M"" Series",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLaRue+Johnson%5CM+series%2Ejpg,"14.75"" H x 14.75"" W x 1.5"" D",Daniel LaRue Johnson,2003.1.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Daniel+LaRue+Johnson&whereclause=where+maker%3D%27Daniel+LaRue+Johnson%27+OR+cleanmaker%3D%27Daniel+LaRue+Johnson%27+OR+maker1%3D%27Daniel+LaRue+Johnson%27+OR+maker2%3D%27Daniel+LaRue+Johnson%27+OR+maker3%3D%27Daniel+LaRue+Johnson%27+OR+maker4%3D%27Daniel+LaRue+Johnson%27+OR+maker5%3D%27Daniel+LaRue+Johnson%27&current_record=2
Wood and mixed media,Gift of Dorothy and David Levinson,Overview,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLaRue+Johnson%5COverview%2EJPG,"9.5"" H x 11"" W x 4.5"" D",Daniel LaRue Johnson,2003.1.3,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Daniel+LaRue+Johnson&whereclause=where+maker%3D%27Daniel+LaRue+Johnson%27+OR+cleanmaker%3D%27Daniel+LaRue+Johnson%27+OR+maker1%3D%27Daniel+LaRue+Johnson%27+OR+maker2%3D%27Daniel+LaRue+Johnson%27+OR+maker3%3D%27Daniel+LaRue+Johnson%27+OR+maker4%3D%27Daniel+LaRue+Johnson%27+OR+maker5%3D%27Daniel+LaRue+Johnson%27&current_record=3
Serigraph on laminate board,Gift of Dr. and Mrs. Leon O. Banks,Right There,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLaRue+Johnson%5CRight+There%2Ejpg,"22.5"" H x 22.25"" W",Daniel LaRue Johnson,2003.7,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Daniel+LaRue+Johnson&whereclause=where+maker%3D%27Daniel+LaRue+Johnson%27+OR+cleanmaker%3D%27Daniel+LaRue+Johnson%27+OR+maker1%3D%27Daniel+LaRue+Johnson%27+OR+maker2%3D%27Daniel+LaRue+Johnson%27+OR+maker3%3D%27Daniel+LaRue+Johnson%27+OR+maker4%3D%27Daniel+LaRue+Johnson%27+OR+maker5%3D%27Daniel+LaRue+Johnson%27&current_record=5
Lithograph,Gift of Dr. and Mrs. Leon O. Banks,The Profile,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDASFOT%7E1%5CPROFILE%2EJPG,"36"" H x 29"" W",David Alfaro Siqueiros,AF199912.40.3,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+David+Alfaro+Siqueiros&whereclause=where+maker%3D%27David+Alfaro+Siqueiros%27+OR+cleanmaker%3D%27David+Alfaro+Siqueiros%27+OR+maker1%3D%27David+Alfaro+Siqueiros%27+OR+maker2%3D%27David+Alfaro+Siqueiros%27+OR+maker3%3D%27David+Alfaro+Siqueiros%27+OR+maker4%3D%27David+Alfaro+Siqueiros%27+OR+maker5%3D%27David+Alfaro+Siqueiros%27&current_record=1
Lithograph,Gift of Thelma Driskell,Spirits Watching,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSpirits%5FWatching%2Ejpg,"28"" H  x 36.5"" W x 1.5"" D",David Clyde Driskell,AF198612.83,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+David+Clyde+Driskell&whereclause=where+maker%3D%27David+Clyde+Driskell%27+OR+cleanmaker%3D%27David+Clyde+Driskell%27+OR+maker1%3D%27David+Clyde+Driskell%27+OR+maker2%3D%27David+Clyde+Driskell%27+OR+maker3%3D%27David+Clyde+Driskell%27+OR+maker4%3D%27David+Clyde+Driskell%27+OR+maker5%3D%27David+Clyde+Driskell%27&current_record=1
"Wood, acrylic sheet and pigment construction",Collection of the California Afro-American Museum Foundation,The Door (Admissions Office),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHammons%5CDoor%2Ejpg,"79"" H x 48"" W x 15"" D",David Hammons,AF1989.94,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+David+Hammons&whereclause=where+maker%3D%27David+Hammons%27+OR+cleanmaker%3D%27David+Hammons%27+OR+maker1%3D%27David+Hammons%27+OR+maker2%3D%27David+Hammons%27+OR+maker3%3D%27David+Hammons%27+OR+maker4%3D%27David+Hammons%27+OR+maker5%3D%27David+Hammons%27&current_record=1
mixed media sculpture,"CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department",Skillets in the Closet,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHammons%5CSkillets%5CSkillets%2Ejpg,"88"" x 24"" x 18""",David Hammons,AF1989.96,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+David+Hammons&whereclause=where+maker%3D%27David+Hammons%27+OR+cleanmaker%3D%27David+Hammons%27+OR+maker1%3D%27David+Hammons%27+OR+maker2%3D%27David+Hammons%27+OR+maker3%3D%27David+Hammons%27+OR+maker4%3D%27David+Hammons%27+OR+maker5%3D%27David+Hammons%27&current_record=2
pencil on paper,Gift of David Rose,"Layout drawing for a Capitol Records, Inc. advertisement",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CDRose%2Ejpg,"15½"" H x 10¾"" W",David Rose,2000.5.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+David+Rose&whereclause=where+maker%3D%27David+Rose%27+OR+cleanmaker%3D%27David+Rose%27+OR+maker1%3D%27David+Rose%27+OR+maker2%3D%27David+Rose%27+OR+maker3%3D%27David+Rose%27+OR+maker4%3D%27David+Rose%27+OR+maker5%3D%27David+Rose%27&current_record=1
Ink on paper program,Gift of Tony and Gloria Mendoza,"Irving Ganz' Presents ""Jazz à la Carte""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMusic%5Fprograms%5CGranz%5FJazz%2Ejpg,12 H x 9 W,"David Stone Martin, illustrator",2005.5,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+David+Stone+Martin%2C++illustrator&whereclause=where+maker%3D%27David+Stone+Martin%2C++illustrator%27+OR+cleanmaker%3D%27David+Stone+Martin%2C++illustrator%27+OR+maker1%3D%27David+Stone+Martin%2C++illustrator%27+OR+maker2%3D%27David+Stone+Martin%2C++illustrator%27+OR+maker3%3D%27David+Stone+Martin%2C++illustrator%27+OR+maker4%3D%27David+Stone+Martin%2C++illustrator%27+OR+maker5%3D%27David+Stone+Martin%2C++illustrator%27&current_record=1
"Wood, plastic, Masonite, brass, Plexiglas, acrylic paint",California Afro-American Museum Foundation purchase,A Day in the Park #4,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5CTrioImages%5CCrumpler%5FDayPark4%2Ejpg,"46 x 52 x 8¾""",Dewey Crumpler,AF19875.72,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Dewey+Crumpler&whereclause=where+maker%3D%27Dewey+Crumpler%27+OR+cleanmaker%3D%27Dewey+Crumpler%27+OR+maker1%3D%27Dewey+Crumpler%27+OR+maker2%3D%27Dewey+Crumpler%27+OR+maker3%3D%27Dewey+Crumpler%27+OR+maker4%3D%27Dewey+Crumpler%27+OR+maker5%3D%27Dewey+Crumpler%27&current_record=1
