Artwork_Title,date,name,nationality,birth_date,death_date,dimensions_inch,medium,credit_line,object_no,description,image_url
Calligraphic Form,1958,Fritz Rauh,American,0,0,sheet: 23 x 19 3/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of the artist",2007.32.6,,http://emuseum.huntington.org/internal/media/dispatcher/27886/resize:format$003dfull
Calligraphic Form,1958,Fritz Rauh,American,0,0,sheet: 22 3/8 x 19 7/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of the artist",2007.32.7,,http://emuseum.huntington.org/internal/media/dispatcher/27887/resize:format$003dfull
Calligraphic Form,1958,Fritz Rauh,American,0,0,sheet: 23 x 19 7/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of the artist",2007.32.8,,http://emuseum.huntington.org/internal/media/dispatcher/27888/resize:format$003dfull
Calvario-Tehuacan,1885,Christian Jorgensen,American,1860,1935,12 3/8 x 9 3/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.7,,http://emuseum.huntington.org/internal/media/dispatcher/27913/resize:format$003dfull
Canal at Lake Providence,0,Theodore Russell Davis,American,1840,1894,5 1/8 x 10 3/4,graphite and ink wash heightened with white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.44,,http://emuseum.huntington.org/internal/media/dispatcher/18061/resize:format$003dfull
Capilla Tercer Orden-Cuernavaca,1885,Christian Jorgensen,American,1860,1935,14 11/16 x 9 7/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.28,,http://emuseum.huntington.org/internal/media/dispatcher/27934/resize:format$003dfull
Cardinal in his State Robe,1840,John William Casilear,American,1811,1893,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",98.31.21,,http://emuseum.huntington.org/internal/media/dispatcher/18199/resize:format$003dfull
Carey McWilliams Listening,1955,Don Freeman,American,1908,1978,sheet: 7 x 5 1/2,"ink, crayon, and gouache on paper","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2012.5.26,,http://emuseum.huntington.org/internal/media/dispatcher/31099/resize:format$003dfull
Carmel,1933,Charles Erskine Wood,American,1852,1944,9 1/8 x 12,oil on board,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.51,,http://emuseum.huntington.org/internal/media/dispatcher/17979/resize:format$003dfull
"Castle of Coucy, December 30, 1907",1907,Joseph Basil Girard,American,1846,1918,5 7/16 x 7 1/4,pen and ink wash on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.54,,http://emuseum.huntington.org/internal/media/dispatcher/20109/resize:format$003dfull
"Castle Ruins and Surroundings, September 28, 1890",1890,Joseph Basil Girard,American,1846,1918,4 3/4 x 6 11/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.35,,http://emuseum.huntington.org/internal/media/dispatcher/20090/resize:format$003dfull
"Castle Ruins on Hillside, September 11, 1890",1890,Joseph Basil Girard,American,1846,1918,4 3/4 x 6 13/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.30,,http://emuseum.huntington.org/internal/media/dispatcher/20085/resize:format$003dfull
"Castle, September 22, 1890",1890,Joseph Basil Girard,American,1846,1918,4 x 6 3/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.33,,http://emuseum.huntington.org/internal/media/dispatcher/20088/resize:format$003dfull
Catedral-Quernavaca,1885,Christian Jorgensen,American,1860,1935,14 1/4 x 9 9/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.21,,http://emuseum.huntington.org/internal/media/dispatcher/27927/resize:format$003dfull
Cathedral,0,Edwin James Meeker,American,1853,1936,9 3/4 x 13 3/8,pen and black ink on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.100,,http://emuseum.huntington.org/internal/media/dispatcher/16259/resize:format$003dfull
Cathedral Spires,1871,James David Smillie,American,1833,1909,9 x 6 1/4,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",92.22.6,,http://emuseum.huntington.org/internal/media/dispatcher/28304/resize:format$003dfull
Chaperones to Hire,0,Samuel D. Ehrhart,American,0,0,18 x 26 1/2,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.25.1,,http://emuseum.huntington.org/internal/media/dispatcher/27995/resize:format$003dfull
Charging Steer,0,Edward Borein,American,1872,1945,8 1/2 x 13,wax on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.21.6,,http://emuseum.huntington.org/internal/media/dispatcher/26359/resize:format$003dfull
Charles Lanman,1840,Daniel Huntington,American,1816,1906,7 x 5 1/2,graphite on gray paper mounted on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.20,,http://emuseum.huntington.org/internal/media/dispatcher/16210/resize:format$003dfull
"Chateau de Belime pris Compiere, November 17, 1910",1910,Joseph Basil Girard,American,1846,1918,6 1/4 x 8 3/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.94,,http://emuseum.huntington.org/internal/media/dispatcher/20149/resize:format$003dfull
Chateau of Marxburg,1845,John Frederick Kensett,American,1816,1872,10 1/4 x 14 1/4,graphite and ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.44,,http://emuseum.huntington.org/internal/media/dispatcher/16200/resize:format$003dfull
Checking the Tank,0,Peter Hurd,American,1904,1984,5 13/16 x 7 5/8,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens",78.21.2,,http://emuseum.huntington.org/internal/media/dispatcher/16118/resize:format$003dfull
Chiddington Church in Kent,1908,Joseph Basil Girard,American,1846,1918,sheet: 4 13/16 x 7 7/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Bequest of Jane Louise Hemphill",2008.21.8,,http://emuseum.huntington.org/internal/media/dispatcher/28497/resize:format$003dfull
Chief Pretty Eagle Crow,1897,E. A. Burbank,American,1858,1949,14 5/16 x 8 15/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray.",87.61.15,,http://emuseum.huntington.org/internal/media/dispatcher/22336/resize:format$003dfull
Chinese War God,1943,Francis de Erdely,American,1904,1959,18 1/4 x 24,gouache,"The Huntington Library, Art Collections, and Botanical Gardens. Edward W. and Julia B. Bodman Collection",72.62.166,,http://emuseum.huntington.org/internal/media/dispatcher/27979/resize:format$003dfull
CHRISTMAS CARD,1936,Don Freeman,American,1908,1978,sheet: 12 x 11 1/2,"india ink, ink wash and gouache on board","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2012.5.17,,http://emuseum.huntington.org/internal/media/dispatcher/31082/resize:format$003dfull
Church Meeting,1939,Roger Medearis,American,1920,2001,sheet: 14 1/2 x 18,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Elizabeth Medearis",2011.7.5,,http://emuseum.huntington.org/internal/media/dispatcher/30555/resize:format$003dfull
Civil War,1865,Felix Octavius Carr Darley,American,1821,1888,11 5/8 x 17 1/2,graphite and gray wash heightened with white on paper on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.25,,http://emuseum.huntington.org/internal/media/dispatcher/16211/resize:format$003dfull
Civitella,1846,John Frederick Kensett,American,1816,1872,12 1/8 x 17 3/8,graphite on buff paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.46,,http://emuseum.huntington.org/internal/media/dispatcher/18013/resize:format$003dfull
"Clamdiggers, Cape Ann",0,Walter Shirlaw,American,1838,1909,12 x 15 1/2,watercolor and black chalk on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.22,,http://emuseum.huntington.org/internal/media/dispatcher/18017/resize:format$003dfull
Classical Temple Ruin,0,Charles Erskine Wood,American,1852,1944,6 1/2 x 9 7/8,pastel on gray paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.5,,http://emuseum.huntington.org/internal/media/dispatcher/16131/resize:format$003dfull
"Clovelly, North Devon, September 23, 1901",1901,Joseph Basil Girard,American,1846,1918,4 3/4 x 7 5/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.44,,http://emuseum.huntington.org/internal/media/dispatcher/20099/resize:format$003dfull
"Coast near Chagress River, Panama",1849,William McIlvaine Jr.,American,1813,1867,3 1/2 x 10,watercolor and graphite on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.15,,http://emuseum.huntington.org/internal/media/dispatcher/16255/resize:format$003dfull
Coastal Scene,0,Charles Erskine Wood,American,1852,1944,10 x 13 15/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.24,,http://emuseum.huntington.org/internal/media/dispatcher/17975/resize:format$003dfull
Coastal Scene,0,Charles Erskine Wood,American,1852,1944,5 5/8 x 8 3/4,pastel and charcoal on gray paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.29,,http://emuseum.huntington.org/internal/media/dispatcher/16146/resize:format$003dfull
Coastal Scene,0,Charles Erskine Wood,American,1852,1944,6 1/4 x 9 1/8,pastel on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.31,,http://emuseum.huntington.org/internal/media/dispatcher/16148/resize:format$003dfull
Coastal Scene,0,Charles Erskine Wood,American,1852,1944,6 1/16 x 8 7/8,pastel on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.32,,http://emuseum.huntington.org/internal/media/dispatcher/16149/resize:format$003dfull
Coastal Scene with Dunes,0,Charles Erskine Wood,American,1852,1944,10 x 14,watercolor and graphite on paper laid on board,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.65,,http://emuseum.huntington.org/internal/media/dispatcher/17987/resize:format$003dfull
Coastal Scene with Ship,0,Charles Erskine Wood,American,1852,1944,6 13/16 x 9 7/8,watercolor on paper laid on board,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.39,,http://emuseum.huntington.org/internal/media/dispatcher/16156/resize:format$003dfull
Colliersville Fight,1891,Theodore Russell Davis,American,1840,1894,,black ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.40,,http://emuseum.huntington.org/internal/media/dispatcher/18056/resize:format$003dfull
Colonel Fremont of New York,1856,Jules Emile Saintin,French,1829,1894,5 3/4 x 4 1/2,graphite heightened with white on gray paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.19.3,,http://emuseum.huntington.org/internal/media/dispatcher/16207/resize:format$003dfull
"Columbian Armory, Washington, D.C.",0,Theodore Russell Davis,American,1840,1894,6 x 13 1/8,ink and wash on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.42,,http://emuseum.huntington.org/internal/media/dispatcher/18058/resize:format$003dfull
Confluence of the Mississippi and the St. Croix,1860,Edwin Whitefield,American,1816,1892,6 1/8 x 9 1/8,"graphite, watercolor and Chinese white on paper","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.91,,http://emuseum.huntington.org/internal/media/dispatcher/18092/resize:format$003dfull
Conway Castle,1856,John Frederick Kensett,American,1816,1872,9 7/8 x 14,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.10.5,,http://emuseum.huntington.org/internal/media/dispatcher/16198/resize:format$003dfull
Cooking in our Shack,1925,Ralph Stackpole,American,1885,1973,12 x 9,"pen, ink and watercolor on paper","The Huntington Library, Art Collections, and Botanical Gardens.",85.44.54,,http://emuseum.huntington.org/internal/media/dispatcher/16167/resize:format$003dfull
Couple in Evening Clothes,0,Samuel D. Ehrhart,American,0,0,26 3/8 x 20 1/2,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.25.6,,http://emuseum.huntington.org/internal/media/dispatcher/28000/resize:format$003dfull
Couple Walking,0,Charles Jay Taylor,American,1855,1929,10 1/4 x 8,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.25.8,,http://emuseum.huntington.org/internal/media/dispatcher/28002/resize:format$003dfull
Cowboy Roping,0,Edward Borein,American,1872,1945,8 1/2 x 14,India ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.21.10,,http://emuseum.huntington.org/internal/media/dispatcher/26363/resize:format$003dfull
"Cragie House, Cambridge, Massachusetts",0,Harry Fenn,American,1838,1911,11 1/2 x 16 3/4,watercolor and graphite on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.45,,http://emuseum.huntington.org/internal/media/dispatcher/16227/resize:format$003dfull
Crippled Ship,0,George Harding,American,1882,1959,19 3/4 x 17,watercolor and gouache on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.70,,http://emuseum.huntington.org/internal/media/dispatcher/20464/resize:format$003dfull
