dim,made,prov,title,nationality,artist,birthDate,deathDate,image_url
Image: 8-3/4 x 11 in. (22.2 x 27.9 cm),1925,"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Magnolia Blossom,",American,Imogen Cunningham,1883,1976,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.140
Sheet: 12-1/2 x 11-1/2 in. (31.75 x 29.21 cm.); Image: 8-1/2 x 8 in. (21.59 x 20.32 cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Air Land Sea XII: Narrow-Gauge Valley,",American,William Richard Crutchfield,1932,0,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.171
Image: 9-3/8 x 8-1/2 in. (23.8 x 21.6 cm),1927,"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Glacial Lily (False Hellebore),",American,Imogen Cunningham,1883,1976,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.143
Image: 11-3/8 x 8-7/8 in. (28.9 x 22.5 cm),1920,"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Colletia Cruciata,",American,Imogen Cunningham,1883,1976,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.144
Image: 9-1/2 x 7-3/8 in. (24.1 x 18.7 cm),1920,"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Calla Leaves,",American,Imogen Cunningham,1883,1976,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.150
Image: 10-5/8 x 8-3/4 in. (27.0 x 22.2 cm),1920,"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Calla (Calla Lilly),",American,Imogen Cunningham,1883,1976,
18-1/4 x 7-1/4 x 11 in. (46.4 x 18.4 x 28.0 cm),1900,Norton Simon Art Foundation,"Dancer Looking at the Sole of Her Right Foot,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.34.S
Image: 9-1/8 x 7-1/8 in. (23.2 x 18.1 cm),1920,"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Black Lily,",American,Imogen Cunningham,1883,1976,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.146
Image: 7-7/8 x 9-1/2 in. (20.0 x 24.1 cm),1920,"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Black Lily,",American,Imogen Cunningham,1883,1976,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.142
Image: 9-1/2 x 7-1/8 in. (24.1 x 18.1 cm),1920,"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Black and White Lilies,",American,Imogen Cunningham,1883,1976,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.149
Sheet: 30 x 22 in. (76.2 x 55.88 cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Tamarind-Tanic,",American,William Richard Crutchfield,1932,0,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.244
Sheet: 20 x 32 in. (50.8 x 81.28 cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Eucalyptus II,",American,William Richard Crutchfield,1932,0,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.243
Image: 9-7/16 x 7-7/16 in. (24 x 18.9 cm),1920,"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Agave,",American,Imogen Cunningham,1883,1976,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.145
9-9/16 x 15-3/8 in. (24.3 x 39.1 cm),1968,"Norton Simon Museum, Gift of the Artist","Batmobile,",American,Darryl J. Curran,1935,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.137
Image: 9-3/8 x 7-5/16 in. (23.8 x 18.6 cm),1968,"Norton Simon Museum, Gift of the Artist","Anna, Pregnant,",American,Judy Dater,1941,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1969.18
each:  9-1/4 x 7-1/4 in. (23.5 x 18.4 cm),1840,"Norton Simon Museum, Gift of Mr. Norton Simon","Les Bohémiens de Paris,",French,Honoré Daumier,1808,1879,
18-3/16 x 11-1/4 x 8 in. (47.8 x 28.6 x 20.3 cm),1900,Norton Simon Art Foundation,"Dancer Looking at the Sole of Her Right Foot,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.31.S
25-1/4 x 19-1/4 in. (64.1 x 48.9 cm),1898,The Norton Simon Foundation,"Dancer in Green,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=F.1983.18.P
20-1/2 x 15-13/16 x 6-5/16 (52.1 x 40.1 x 16 cm),1900,Norton Simon Art Foundation,"Dancer Holding Her Right Foot in Her Right Hand,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.29.S
21-1/8 x 15-3/16 x 6-15/16 in. ( 53.7 x 38.6 x 17.7 cm),1900,Norton Simon Art Foundation,"Dancer Holding Her Right Foot in Her Right Hand,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.28.S
16-7/8 x 6-1/8 x 6-7/16 in. (43.0 x 15.5 x 16.3 cm),1885,Norton Simon Art Foundation,"Dancer Fastening the String of Her Tights,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.14.S
13-15/16 x 6-13/16 x 6 in. (35.4 x 17.3 x 15.2 cm),1883,Norton Simon Art Foundation,"Dancer Moving Forward, Arms Raised,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.17.S
8-7/8 x 4-1/2 x 6-1/2 in. (22.5 x 11.4 x 16.5 cm),1885,Norton Simon Art Foundation,"Dancer Bowing,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.25.S
15-1/16 x 8-3/4 x 4-1/8 in. (38.3 x 22.2 x 10.5 cm),1878,Norton Simon Art Foundation,"Dancer at Rest, Hands on Her Hips, Left Leg Forward,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.20.S
17-1/2 x 10-1/4 x 5-5/16 in. (44.5 x 25.9 x 13.5 cm),1882,Norton Simon Art Foundation,"Dancer at Rest, Hands Behind Her Back, Right Leg Forward,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.23.S
8-5/8 x 5 x 4-11/16 in. (21.9 x 12.7 x 12.0 cm),1882,Norton Simon Art Foundation,"Dancer Bowing,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.24.S
7-15/16 x 7-1/4 x 5-9/16 in. (20.2 x 18.5 x 14.1 cm),1896,Norton Simon Art Foundation,"Woman Washing Her Left Leg,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.61.S
5-3/4 x 5-15/16 x 4-13/16 in. (14.6 x 15.1 x 12.2 cm),1896,Norton Simon Art Foundation,"Woman Washing Her Left Leg,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.60.S
16-1/8 in. (41.0 cm),1896,Norton Simon Art Foundation,"Woman Taken Unawares,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.58.S
14-5/8 x 6-1/2 x 6 in. (37.1 x 16.5 x 15.2 cm),1896,Norton Simon Art Foundation,"Woman Stretching,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.63.S
12-3/4 x 9-1/2 x 12-3/8 in. (32.4 x 24.1 x 31.4 cm),1900,Norton Simon Art Foundation,"Woman Seated in an Arm-Chair Wiping Her Neck,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.55.S
12-7/8 x 7-5/8 x 13-1/4 in. (32.7 x 19.3 x 33.7 cm),1896,Norton Simon Art Foundation,"Woman Seated in an Arm-Chair Wiping Her Left Armpit,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.57.S
26 x 12-1/2 x 9-1/16 in. (66.0 x 31.8 x 22.9 cm),1882,Norton Simon Art Foundation,"Dancer Moving Forward, Arms Raised, Right Leg Forward,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.18.S
17-3/8 x 10-5/8 x 7-1/8 in. (44.1 x 27.0 x 18.2 cm),1896,Norton Simon Art Foundation,"Woman Rubbing Her Back with a Sponge, Torso,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.52.S
Paper: 22 x 15 in (55.9 x 38.1 cm),1967,"Norton Simon Museum, Anonymous Gift, 1969","Fourteen Stations of the Cross,",American,Robert Cremean,1932,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.300
Image: 6-1/8 x 13-3/4 in. (15.6 x 34.9 cm),1968,"Norton Simon Museum, Gift of the Artist","Shadow People,",American,Barbara Crane,1928,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1969.84
75 x 27-1/2 in. (190.5 x 69.9 cm),1530,Norton Simon Art Foundation,"Eve,",German,Lucas Cranach the Elder,1472,1553,http://images.nortonsimon.org/viewer/index.php?id=M.1991.1.P
(12): 12-1/4 x 7-3/8 in. (31.1 x 18.7 cm); (1): 13-1/8 x 7-3/8 in. (33.3 x 18.7 cm),1510,Norton Simon Art Foundation,"Christ and the Twelve Apostles,",German,Lucas Cranach the Elder,1472,1553,
34-7/8 x 37-3/4 in. (88.6 x 95.9 cm),1895,Norton Simon Art Foundation,"Dancers in the Rotunda at the Paris Opera,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1968.25.P
Sheet: 24 x 18 in. (60.96 x 45.72 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1966","Shrine Shrine,",American,Steven Cortright,1942,1991,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.158
28-1/2 x 15-1/4 in. (72.4 x 38.7 cm),1886,The Norton Simon Foundation,"Dancers in Pink,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=F.1969.05.1.P
18-3/8 x 27 in. (46.7 x 68.6 cm),1835,The Norton Simon Foundation,"View of Venice: The Piazzetta Seen from the Riva degli Schiavoni,",French,Jean-Baptiste Camille Corot,1796,1875,http://images.nortonsimon.org/viewer/index.php?id=F.1973.27.P
18-1/4 x 14-5/8 in. (46.4 x 37.2 cm),1865,Norton Simon Art Foundation,"The Cicada,",French,Jean-Baptiste Camille Corot,1796,1875,http://images.nortonsimon.org/viewer/index.php?id=M.1975.13.1.P
sheet: 22-3/8 x 30 in. (56.8 x 76.2 cm),1964,"Norton Simon Museum, Anonymous Gift, 1965","Start Thinking,",American,William Nelson Copley,1919,1996,http://images.nortonsimon.org/viewer/index.php?id=P.1965.010.41
sheet: 13 x 17-1/8 in. (33 x 43.5 cm),1964,"Norton Simon Museum, Anonymous Gift, 1965","Gin Sin,",American,William Nelson Copley,1919,1996,http://images.nortonsimon.org/viewer/index.php?id=P.1965.010.42
Sheet: 20 x 17 1/4 (50.8 x 43.82 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Bruce Conner,1933,2008,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.065
Sheet: 24 x 36 in. (60.96 x 91.44 cm),1970,"Norton Simon Museum, Anonymous Gift, 1972","New Mexico No. 3,",English,Bernard Cohen,1933,0,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.242
Sheet: 24 x 36 in. (60.96 x 91.44 cm),1970,"Norton Simon Museum, Anonymous Gift, 1972","New Mexico No. 2,",English,Bernard Cohen,1933,0,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.241
Sheet: 41 x 29 in. (104.14 x 73.66 cm.); 1 1/4 x 1 1/4 in. (3.18 x 3.18 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Thumb Print,",American,Bruce Conner,1933,2008,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.076
Shhet: 7 1/2 x 17 1/2 in. (19.05 x 44.45 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","This Space Reserved for June Wayne,",American,Bruce Conner,1933,2008,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.073
Sheet: 14-1/2 x 19-1/2 in. (36.83 x 49.53 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Sunset Strip,",American,Bruce Conner,1933,2008,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.071
Paper: 22 x 15 in (55.9 x 38.1 cm),1967,"Norton Simon Museum, Anonymous Gift, 1969","Fourteen Stations of the Cross,",American,Robert Cremean,1932,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.301
Sheet: 26 x 22 1/2 in. (66.04 x 57.15 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Rain,",American,Bruce Conner,1933,2008,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.067
56 x 40-3/4 x 6-1/2 in. (142.2 x 103.5 x 16.5 cm),1959,"Norton Simon Museum, Museum Purchase","HOMAGE TO MINNIE MOUSE,",American,Bruce Conner,1933,2008,http://images.nortonsimon.org/viewer/index.php?id=P.1963.36.09
Sheet: 14 3/4 x 23 1/2 in. (37.47 x 59.69 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Green Line,",American,Bruce Conner,1933,2008,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.069
27-1/4 x 19-3/4 in. (69.2 x 50.2 cm),1876,Norton Simon Art Foundation,"Dancers in the Wings,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.06.P
32 x 70-3/4 x 27 in. (81.3 x 179.7 x 68.6 cm),1963,"Norton Simon Museum, Museum Purchase with funds donated by Mr. David H. Steinmetz III and an Anonymous Foundation","COUCH,",American,Bruce Conner,1933,2008,http://images.nortonsimon.org/viewer/index.php?id=P.1969.005
Sheet: 21 1/2 x 32 in. (54.61 x 81.28 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Cancellation,",American,Bruce Conner,1933,2008,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.074
sheet: 19 x 13-3/4 in. (48.3 x 34.9 cm),1964,"Norton Simon Museum, Anonymous Gift, 1965","Blue Pussy Cat,",American,William Nelson Copley,1919,1996,http://images.nortonsimon.org/viewer/index.php?id=P.1965.010.43
17-3/4 x 24-1/16 in. (45.1 x 61.2 cm),1872,"Norton Simon Art Foundation, Gift of Jennifer Jones Simon","Thatched Cottage in Normandy,",French,Jean-Baptiste Camille Corot,1796,1875,http://images.nortonsimon.org/viewer/index.php?id=M.2002.01.P
21-1/4 x 32 in. (54 x 81.3 cm),1839,"The Norton Simon Foundation, Gift of Donald Ellis Simon","Site in Italy,",French,Jean-Baptiste Camille Corot,1796,1875,http://images.nortonsimon.org/viewer/index.php?id=F.1971.1.2.P
19-3/4 x 29-1/4 in. (50.2 x 74.3 cm),1838,The Norton Simon Foundation,"Rebecca at the Well,",French,Jean-Baptiste Camille Corot,1796,1875,http://images.nortonsimon.org/viewer/index.php?id=F.1972.21.P
10 x 13 in. (25.3 x 33 cm),1823,"Norton Simon Art Foundation, from the Estate of Jennifer Jones Simon","Farm Building at Bois-Guillaume, near Rouen,",French,Jean-Baptiste Camille Corot,1796,1875,http://images.nortonsimon.org/viewer/index.php?id=M.2010.1.88.P
Sheet: 18 x 15 in. (45.72 x 38.1 cm.); Image 12 1/2 x 10 3/8 in. (31.72 x 26.35 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1966","Blossom Cameo,",American,Steven Cortright,1942,1991,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.157
Sheet: 18 x 15 in. (45.72 x 38.1 cm.); Image: 12 x 9 1/2 in. (30.48 x 24.13 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1966","Blossom,",American,Steven Cortright,1942,1991,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.156
11-1/8 x 9-1/16 x 6-5/8 in. (28.3 x 23.0 x 16.8 cm),1885,Norton Simon Art Foundation,"Dancer with Tambourine,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.19.S
Paper: 22 x 15 in (55.9 x 38.1 cm),1967,"Norton Simon Museum, Anonymous Gift, 1969","Fourteen Stations of the Cross,",American,Robert Cremean,1932,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.302
12-1/4 x 6-1/4 x 4 in. (31.1 x 10.2 cm),1885,Norton Simon Art Foundation,"Dancer Rubbing Her Knee,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.26.S
22-1/2 x 12-3/4 x 8-5/8 in. (57.2 x 32.4 x 22.0 cm),1885,Norton Simon Art Foundation,"Dancer Ready to Dance, the Right Foot Forward,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.35.S
18-5/8 x 13-3/8 x 5-1/2 in. (47.4 x 34.0 x 14.0 cm),1896,Norton Simon Art Foundation,"Dancer Putting on Her Stocking,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.13.S
17 x 12-11/16 x 4-15/16 in. (43.2 x 32.2 x 12.5 cm),1896,Norton Simon Art Foundation,"Dancer Putting on Her Stocking,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.12.S
4-1/16 x 7-1/2 x 2-3/8 in. (10.3 x 19 x 6 cm),1881,Norton Simon Art Foundation,"Draught Horse,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.43.S
18-3/4 x 9 x 8-1/2 in. (22.2 x 22.9 cm),1896,Norton Simon Art Foundation,"Dancer Putting on Her Stocking,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.11.S
25-5/8 x 21-3/8 in. (65.1 x 54.3 cm),1863,Norton Simon Art Foundation,"Vase of Lilacs, Roses, and Tulips,",French,Gustave Courbet,1819,1877,http://images.nortonsimon.org/viewer/index.php?id=M.1979.24.P
23-5/8 x 28-3/4 in. (60 x 73 cm),1849,Norton Simon Art Foundation,"Peasant Girl with a Scarf,",French,Gustave Courbet,1819,1877,http://images.nortonsimon.org/viewer/index.php?id=M.1989.2.P
39-3/8 x 59-1/4 in. (100 x 150.5 cm),1867,"Norton Simon Art Foundation, Gift of Mr. Norton Simon","Stream of the Puits-Noir at Ornans,",French,Gustave Courbet,1819,1877,http://images.nortonsimon.org/viewer/index.php?id=M.1976.13.P
19-3/4 x 24 in. (50.2 x 61cm),1865,The Norton Simon Foundation,"Marine,",French,Gustave Courbet,1819,1877,http://images.nortonsimon.org/viewer/index.php?id=F.1970.12.P
25-1/2 x 21-1/4 in. (64.8 x 54 cm),1874,The Norton Simon Foundation,"Henri Rochefort,",French,Gustave Courbet,1819,1877,http://images.nortonsimon.org/viewer/index.php?id=F.1972.18.1.P
25-3/4 x 32 in. (65.4 x 81.3 cm),1869,The Norton Simon Foundation,"Cliff at Étretat, the Porte d' Aval,",French,Gustave Courbet,1819,1877,http://images.nortonsimon.org/viewer/index.php?id=F.1969.06.2.P
23-1/2 x 28-3/4 in. (59.7 x 73 cm),1871,Norton Simon Art Foundation,"Apples, Pears, and Primroses on a Table,",French,Gustave Courbet,1819,1877,http://images.nortonsimon.org/viewer/index.php?id=M.1999.2.1.P
75 x 27-1/2 in. (190.5 x 69.9 cm),1530,Norton Simon Art Foundation,"Adam,",German,Lucas Cranach the Elder,1472,1553,http://images.nortonsimon.org/viewer/index.php?id=M.1971.1.P
Image: 15-3/4 x 19-3/4 in. (40.0 x 50.2 cm),1968,"Norton Simon Museum, Gift of the Artist","Cosmic Forms,",American,Barbara Crane,1928,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1969.83
Paper: 22 x 30 in (55.9 x 76.2 cm); image: 20 x 28 in (50.8 x 71.1 cm),1966,"Norton Simon Museum, Anonymous Gift, 1967","Study,",American,Robert Cremean,1932,0,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.221
Paper: 22 x 15 in (55.9 x 38.1 cm),1967,"Norton Simon Museum, Anonymous Gift, 1969","Fourteen Stations of the Cross,",American,Robert Cremean,1932,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.298
Paper: 22 x 15 in (55.9 x 38.1 cm),1967,"Norton Simon Museum, Anonymous Gift, 1969","Fourteen Stations of the Cross,",American,Robert Cremean,1932,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.299
Paper: 22 x 15 in (55.9 x 38.1 cm),1967,"Norton Simon Museum, Anonymous Gift, 1969","Fourteen Stations of the Cross,",American,Robert Cremean,1932,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.297
Paper: 22 x 15 in (55.9 x 38.1 cm),1967,"Norton Simon Museum, Anonymous Gift, 1969","Fourteen Stations of the Cross,",American,Robert Cremean,1932,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.296
Paper: 22 x 15 in (55.9 x 38.1 cm),1967,"Norton Simon Museum, Anonymous Gift, 1969","Fourteen Stations of the Cross,",American,Robert Cremean,1932,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.295
16-1/4 x 24-7/8 x 16-3/16 in. (41.3 x 63.2 x 41.1 cm),1885,Norton Simon Art Foundation,"Grande Arabesque, Third Time,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.07.S
17-5/8 x 25-1/8 x 9-7/8 in. (44.8 x 63.8 x 25 cm),1882,Norton Simon Art Foundation,"Grande Arabesque, Third Time,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.06.S
17-3/16 x 24-3/4 x 11-1/8 in. (43.7 x 62.9 x 28.3 cm),1885,Norton Simon Art Foundation,"Grande Arabesque, Second Time,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.05.S
19-5/16 x 14-3/4 x 9-15/16 in. (49.1 x 37.5 x 25.2 cm),1885,Norton Simon Art Foundation,"Grande Arabesque, First Time,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.04.S
17-3/4 x 23-3/4 in. (45.1 x 60.3 cm),1875,Norton Simon Art Foundation,"Girls Beside the Sea,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1996.2.P
23-3/8 x 14-3/8 x 13-7/8 in. ( 59.4 x 36.5 x 35.2 cm),1885,Norton Simon Art Foundation,"Fourth Position Front, on the Left Leg,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.09.S
22-1/2 x 13-3/8 x 14-5/16 in. (57.2 x 33.9 x 36.3 cm),1882,Norton Simon Art Foundation,"Fourth Position Front, on the Left Leg,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.10.S
16-1/2 x 10-1/2 x 10-1/16 in.  (41.9 x 26.7 x 25.6 cm),1885,Norton Simon Art Foundation,"Fourth Position Front, on the Left Leg,",French,Edgar Degas,1834,1917,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.08.S
