title,sourceURL,imageURL,artist,nationality,birthDate,deathDate,materials,dimensions,creditLine,creationDate,galleryLabel,provenance
Portrait of the Artist's Wife,http://www.imamuseum.org/art/collections/artwork/portrait-artists-wife-james-f-gookins,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/28/28f5a534-1e5f-4c8a-8cab-4fdda496918b.jpg,James F. Gookins,American,1840,1904,oil on canvas,,"Gift of Mr. Shirlaw Donnelly Gookins, son of the Artist",1873,,
Portrait of Dr. Lewis D. Lyons,http://www.imamuseum.org/art/collections/artwork/portrait-dr-lewis-d-lyons-hays-barton-stone,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/91/91539d8c-645a-47dc-b0aa-60c267d7a5e8.jpg,"Hays, Barton Stone",American,1826,1914,oil on canvas,,Gift of Roger Gould Wolcott,1855,"The seated half-length figure, plain background and emphasis on hands and face are elements of early American portraits.
Hoosier artist Barton Hays began his career tinting photographs and painting over enlarged prints.",Purchased by Roger Gould Wolcott at an auction in 1951 where the contents of the Lyon's home were sold in Attica.  Recods state that it was in the collection of Minnie Parker of Attica.
Oaks at Vernon,http://www.imamuseum.org/art/collections/artwork/oaks-vernon-tc-steele,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/33/33840aa8-7a3c-43e5-adf3-6819e39af608.jpg,T.C. Steele,American,1847,1926,oil on canvas,,John Herron Fund,1887,,
Road in Early Spring,http://www.imamuseum.org/art/collections/artwork/road-early-spring-burchfield-charles-ephraim,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/c5/c55f8147-bcdf-4507-b69d-edc711494009.jpg,"Burchfield, Charles Ephraim",American,1893,1967,watercolor on off-white paper,,Purchased from Friends of American Art and Friends of Art,1938,,
Bust of President Benjamin Harrison,http://www.imamuseum.org/art/collections/artwork/bust-president-benjamin-harrison-weinman-adolph-alexander,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/d6/d6a788f4-fdb1-435e-b15f-daff56570554.jpg,"Weinman, Adolph Alexander",American,1870,1952,bronze,28 1/2 x 20 1/2 x 15 in.,Gift of the Harrison Memorial Association,0,,
The Bacidae,http://www.imamuseum.org/art/collections/artwork/bacidae-dodson-sarah-paxton-ball,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/44/44b41876-e78c-4be6-a64e-c1602acd9039.jpg,"Dodson, Sarah Paxton Ball",American,1847,1906,oil on canvas,,Gift of Richard B. Dodson,1883,"In this painting, two soothsayers of ancient Greece, called Bacidae, study the entrails of a bird for signs of the future.
Dodson's work is based on dramatic themes from the Bible, history and classical mythology.",
The Jade Bowl,http://www.imamuseum.org/art/collections/artwork/jade-bowl-carlsen-dines,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/0b/0b69c8fc-c31d-406b-b739-6268484dfcec.jpg,"Carlsen, Dines",American,1901,1966,oil on canvas,,Gift of the Friends of American Art,1920,"Although Dines learned to paint from his Danish-American father, Emile, both artists produced tonal arrangements inspired by James Abbott McNeill Whistler and 17th-century Dutch masters.
In this painting, Whistler's influence is especially apparent in the artist's use of a limited palette of yellow, black and green, and the simplified composition.",
Portrait of Helen Miller (Mrs. Charles G. McLean),http://www.imamuseum.org/art/collections/artwork/portrait-helen-miller-mrs-charles-g-mclean-peale-rembrandt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/bb/bba82a27-a736-4912-b155-6ba65ff7cc80.jpg,"Peale, Rembrandt",American,1778,1860,oil on canvas,,Gift of Fifteen Pupils of McLean Seminary,1806,"The sitter is posed in a romantic setting wearing fashionable attire, but Peale did not soften her intense gaze or prominent nose.
Helen and her husband founded McLean Seminary, a girls' school in Indianapolis.
Peale was a member of a Philadelphia family of prominent American painters.",Painted by commission from the sitter's father Helen Miller McLean and her husband moved to Indianapolis after 1815.  The painting was hung in the McLean Seminary until 1929 when it was donated to the museum by alumni
Indian Hunter with Dog,http://www.imamuseum.org/art/collections/artwork/indian-hunter-dog-manship-paul,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/87/87811490-5161-45f4-8c9c-cc1280aca5ee.jpg,"Manship, Paul",American,1885,1966,bronze,H: 21 1/2 in.,Gift of Miss Mary C. Trees in memory of her father Clyde H. Trees,1926,"With its emphasis on profile and clean geometric shapes, Indian Hunter exhibits Manship's enthusiasm for archaic Greek sculpture.
The sculpture's rhythmic contours create the sensation of movement.
Manship is best known for his gilded statue of Prometheus at Rockefeller Center in New York.",
Liberty Loan Parade,http://www.imamuseum.org/art/collections/artwork/liberty-loan-parade-arthur-clifton-goodwin,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/45/45806882-06a5-48b3-9878-140580b7906b.jpg,"Goodwin, Arthur Clifton",American,1864,1929,oil on canvas,,Martha Delzell Memorial Fund,1918,"The fluid brush and broken color, as well as the birds-eye view perspective, all indicate Goodwin's debt to Impressionism.
The subject refers to one of the many parades held to raise funds for America's war efforts.
This canvas is a view of Arlington Street as it borders Boston Gardens Park.",Purchased from the Graham Gallery in New York 1970
Portrait of a Young Woman,http://www.imamuseum.org/art/collections/artwork/portrait-young-woman-bell-edward-august,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/78/78309db2-9904-4bc2-b34a-aba6a84d597d.jpg,"Bell, Edward August",American,1862,1953,oil on canvas,,Gift of the Sons of J. Ottis Adams,1887,"The portrait is an essay in subtle earth tones accented by the woman’s long dangling earring.
The simple flourish that suggests the figure’s right hand demonstrates Bell’s adept brushwork.
This figure study exemplifies Bell’s early work and Munich School training.",
A Break: Playing Cards,http://www.imamuseum.org/art/collections/artwork/break-playing-cards-scott-julian,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/d8/d8abf200-588e-410b-b0f6-627e2cb73730.jpg,"Scott, Julian",American,1846,1901,oil on canvas,,James E. Roberts and Martha Delzell Memorial Fund,1881,,
Portrait of a Young Woman,http://www.imamuseum.org/art/collections/artwork/portrait-young-woman-stuart-gilbert,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/44/4499bdfe-198d-4f7e-9820-d8d9a23924c0.jpg,"Stuart, Gilbert",American,1755,1828,oil on canvas,,Gift of Mr. and Mrs. William H. Ball,1802,"The sitter's dress and coiffure reflect the new American aristocracy's desire to legitimize itself through association with historical styles of ancient Greece and Rome.
Stuart's portraits of George Washington and Federalist families in Philadelphia and Washington secured his place in history.",Purchased from Max Safron of New York by William H. Ball in Muncie Indiana Mr. Ball donated it to the museum in 1977
Venus Anadyomene,http://www.imamuseum.org/art/collections/artwork/venus-anadyomene-manship-paul,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/82/8283977f-a5ac-4912-b6a5-78fe9de2fcb7.jpg,"Manship, Paul",American,1885,1966,bronze with marble base,8 1/8 x 9 in.,Gift of Dr. and Mrs. M. D. Ratner,1924,"The stylized hair and soft rounded forms are in harmony with the images of the sea, the goddess, and Art Deco sculpture of the 1920s and 1930s.
This small bronze figure is tied to the mythological goddess of love and her birth from the foam of the sea.",purchased from Galleries Maurice Sternberg
An Anxious Mother,http://www.imamuseum.org/art/collections/artwork/anxious-mother-luce-percival-de,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/77/7728698c-ed19-40b5-a934-b8615303cc31.jpg,Percival De Luce,American,1847,1914,oil on canvas,16 x 12 in.,Gift of the Girls Classical School,0,"De Luce was a noted portrait and genre painter.
An Anxious Mother is a typical Victorian scene of a child at play.
This is the first painting acquired by the museum after it was founded in 1883.",
Untitled (The Birth),http://www.imamuseum.org/art/collections/artwork/untitled-birth-lawrence-jacob,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/31/3153a020-e766-48da-b89b-5b9fc3ee9d1e.jpg,"Lawrence, Jacob",American,1917,2000,tempera on paper,,"Gift of the National Coalition of 100 Black Women, Indianapolis Chapter, the Alliance of the Indianapolis Museum of Art and the Mr. and Mrs. Richard Crane Fund",1938,"This scene is composed of flat, simplified forms, vibrant colors and geometric patterns.
Lawrence, one of the nation's most important African American artists, excelled in making paintings and prints of contemporary life.
During the Depression Lawrence focused on the tenement house in New York's Harlem.",purchased through Terry Dinten Fass Inc.
Afternoon Tea,http://www.imamuseum.org/art/collections/artwork/afternoon-tea-miller-richard-emile,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/d3/d354fef6-0478-4c09-85e2-ed8b3f72337b.jpg,"Miller, Richard Emile",American,1875,1943,oil on canvas,,Partial and Promised Gift of Jane and Andrew Paine,1910,"Women in a sunlit landscape framed by a large, vividly patterned Japanese parasol, exemplify Miller's expressionist technique.
Miller was one of the American Impressionists working in the French countryside known as the Giverny Group.",Mr. O.J. Wardwell (probably) C.L. Baldwin Esq. sold through New York American Art Association Private Collection of Important American Paintings formed by C.L. Baldwin April 22 1926 by descent in the family to owner in Connecticut sold at Christies to the IMA and the Paines at Chirstie's December 4 1997
"Rooftops, New York City",http://www.imamuseum.org/art/collections/artwork/rooftops-new-york-city-edward-f-fisk,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/50/50e25fc1-a361-4183-b89b-4399a0382a42.jpg,Edward F. Fisk,American,1886,1944,oil on canvas,,Gift of Allethaire Hendricks and Milton Fisk,1916,"The sharp lines, geometric shapes and flat areas of color place Rooftops within the Precisionist style.
Precisionism was influenced by industrial development, such as skyscrapers and factories, and shows images painted with machine-like quality frozen in time like a photograph.",
The Statuette,http://www.imamuseum.org/art/collections/artwork/statuette-bell-edward-august,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/7e/7e89b149-bf23-4993-bf84-6eaece24dbc3.jpg,"Bell, Edward August",American,1862,1953,oil on board,,Gift of Mr. and Mrs. Harry Mallinson,1912,,
Blue Monday,http://www.imamuseum.org/art/collections/artwork/blue-monday-hopper-floyd-d-0,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/65/657d7245-8ac6-42fe-9c86-00327c5b5019.jpg,Floyd D. Hopper,American,1909,1984,oil on board,,Bequest of Mrs. Floyd Hopper,0,,
"The Park, Salem",http://www.imamuseum.org/art/collections/artwork/park-salem-prendergast-maurice-brazil,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/9e/9e78defc-6a79-4efc-9eda-54187497de36.jpg,"Prendergast, Maurice Brazil",American,1859,1934,watercolor over pencil on paper,,Gift of the Gamboliers,1910,"The artist translated the activities of everyday life into a loosely knit tapestry of flat, bold areas of color.
Prendergast preferred the medium of watercolor.
The site for this watercolor is probably a nature park near Salem, Massachusetts.",
Praying Angel,http://www.imamuseum.org/art/collections/artwork/praying-angel-robert-william-davidson,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8e/8ecae584-d923-45f4-b1de-7e96abd6d6d9.jpg,Robert W. Davidson,American,1904,1982,limestone,15 x 5 1/4 x 7 in.,Lucy M. Taggart Estate,1927,,
Thames Nocturne,http://www.imamuseum.org/art/collections/artwork/thames-nocturne-whistler-james-abbott-mcneill,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/73/73f36374-2796-4c52-b07a-960fa86f6508.jpg,"Whistler, James Abbott McNeill",American,1834,1903,oil on canvas,,Gift of the Herron Museum Alliance,1872,,
"Sketch, Hyannisport",http://www.imamuseum.org/art/collections/artwork/sketch-hyannisport-hawthorne-charles-webster,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/74/74e349e1-6b0d-48bb-b559-b82ce1c48ef1.jpg,"Hawthorne, Charles Webster",American,1872,1930,oil on canvas,,Gift of Mary B. Milliken,1903,"With loose, fluid brushstrokes, the artist depicts the boats, cottages, and shore of this harbor, while still emphasizing the flat surface of the canvas
Hawthorne studied under William Merritt Chase and helped run Chase’s Long Island school before founding the Cape Cod School of Art in Provincetown, Massachusetts. The town attracted many artists, and Hawthorne became known as the “father” of the art colony.
Paintings of Provincetown fishermen executed in a more somber palette so dominate the artist’s work that this lively, vibrant painting of Hyannisport, a town 50 miles away, represents an intriguing contrast.",
Young Girls,http://www.imamuseum.org/art/collections/artwork/young-girls-cassatt-mary,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a8/a8089347-453c-499d-9ebc-659f34bf828f.jpg,"Cassatt, Mary",American,1845,1926,pastel on paper,,James E. Roberts Fund,1900,"Mary Cassatt received her early training in America, but settled in Paris, where she exhibited with the Impressionists in the late 1870s.
Children and motherhood provided the primary themes for Cassatt's work. She successfully avoided sentimentalized views of childhood, focusing instead on her subjects freshness, intelligence and energy.
Like her mentor Edgar Degas, Cassatt worked well in pastel, a medium that utilized her drawing skills and refined sense of texture.",Purchased from the Maurice LeClanche collection by Mr. Knoedler for 35000 francs Lucy Taggart sent the piece to the John Herron Art Institute to be purchased under the James E. Roberts fund for $3000
Hauptmann Must Die,http://www.imamuseum.org/art/collections/artwork/hauptmann-must-die-marsh-reginald,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/5e/5ee954d4-33eb-4f2f-8a05-ce605396c161.jpg,"Marsh, Reginald",American,1898,1954,egg tempera on masonite,,Bequest of Felicia Meyer Marsh,1935,"Marsh employed a graphic, linear technique to bring individuality to the travelers.
The newspaper headline refers to the sentencing of the convicted kidnapper of Charles Lindbergh's baby.
Marsh's artistic inspiration derived from his study of European Old Master painters.",The artist the widow of the artist left to the museum by bequest
Indian Girl with Parrot and Hoop,http://www.imamuseum.org/art/collections/artwork/indian-girl-parrot-and-hoop-higgins-victor,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/6a/6a9a9e5f-967d-49cc-ae45-848a8c6b463d.jpg,"Higgins, Victor",American,1884,1949,oil on canvas,,Gift in memory of John P. Frenzel Sr. by his heirs,1920,"This canvas, with its intricate linear construction, exhibits the artist's dramatic use of brilliant color.
Pueblo people used parrots as a source of feathers to decorate ceremonial objects.
Indiana-born Higgins gained his fame as a Western artist painting in Taos, New Mexico.",
Hotel Lobby,http://www.imamuseum.org/art/collections/artwork/hotel-lobby-hopper-edward,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/16/16e45b16-a1d9-4e27-8a42-0c4b4d7e8ef6.jpg,"Hopper, Edward",American,1882,1967,oil on canvas,,William Ray Adams Memorial Collection,1943,"Three nameless guests and a desk clerk occupy the disquieting, airless space of Hotel Lobby.
The cheerlessness of the foyer is enhanced by the lack of rapport among the figures.
Hopper is renowned for paintings infused with loneliness and banality.","From the artist to (Frank K.M. Rehn Gallery New York) in 1943{1} Mr. and Mrs. Henry R. Hope Bloomington Indiana in 1945{2} given by them as part of the William Ray Adams Memorial Collection to the John Herron Art Institute (now Indianapolis Museum of Art) in 1947.{3}

{1}See Gail Levin Edward Hopper: A Catalogue Raisonné New York 1995 vol. 3 cat no. O-324 and vol. 4 (CD Rom) reproduces Record Book III p. 1 indicating it was delivered to Rehn Gallery on 4 January 1943.
{2}Ibid. vol 4.  A now detached label in IMA Historical File (47.4) indicates that the painting was purchased by the Hopes out of the 56th Annual American Exhibition held at the Art Institute of Chicago in 1945.
{3}Mrs. Henry R. Hope née Sarahanne Adams was the daughter of William Ray Adams."
Farm Near Gordes #3,http://www.imamuseum.org/art/collections/artwork/farm-near-gordes-3-paul-resika,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b7/b753e37d-786b-46bd-838e-a6591d4fb1f0.jpg,Paul Resika,American,1928,0,oil on canvas,51 x 64 in.,Gift of the American Academy of Arts and Letters,1968,,
Portrait of Marie Jane Andrew,http://www.imamuseum.org/art/collections/artwork/portrait-marie-jane-andrew-joseph-r-mason,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/24/24835fa9-bdc0-41d5-aaff-af97619a1149.jpg,Joseph R. Mason,American,1808,1842,oil on canvas,29 1/2 x 24 5/8 in.,Estate of Charles F. Cochran,0,,
Portrait Medallion,http://www.imamuseum.org/art/collections/artwork/portrait-medallion-scudder-janet,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/17/17702563-01f9-4201-a89b-476e38dccf24.jpg,"Scudder, Janet",American,1873,1940,silver,4.5 x 3.75 x .125 in.,Gift of the Artist,1903,,
A Winter Morning,http://www.imamuseum.org/art/collections/artwork/winter-morning-frank-t-hutchens,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/3d/3d4ad49d-0d44-4bdb-a64a-8f84adee1a35.jpg,Frank T. Hutchens,American,1869,1937,oil on canvas,30 x 25 in.,Julius F. Pratt Fund,0,,
"Barnes Cabin on Owl Creek, Brown County",http://www.imamuseum.org/art/collections/artwork/barnes-cabin-owl-creek-brown-county-vawter-john-william,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/63/6392132d-4e1f-40aa-a7bc-4038a89d4b00.jpg,"Vawter, John William",American,1871,1914,oil on canvas,,Bequest of Julian Wetzel,0,,
Diana,http://www.imamuseum.org/art/collections/artwork/diana-edward-f-mccartan,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f3/f35c4cb3-f3d5-4b5f-9243-b241456edcff.jpg,Edward F. McCartan,American,1879,1947,,H: 23 in.,Estate of Lucy M. Taggart,1923,,
Zinnias and Leaves,http://www.imamuseum.org/art/collections/artwork/zinnias-and-leaves-loop-leota-williams,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/03/03887c24-8adf-4847-aad1-880918ab6440.jpg,"Loop, Leota Williams",American,1893,1961,oil on canvas,,"Gift of Olive F. Whitman and Ray Jennings Morehouse, sister and brother of Lucille E. Morehouse",0,,
Fisherman's Lore,http://www.imamuseum.org/art/collections/artwork/fishermans-lore-mess-george-jo,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/c3/c32c4fa5-770c-4df5-b942-fb20c6252398.jpg,"Mess, George Jo",American,1898,1962,airbrushed ink on paper,12 x 15 in.,"Gift of Olive F. Whitman & Ray Jennings Morehouse, sister/brother of Lucille E. Morehouse",0,,
Young Brittany Girl,http://www.imamuseum.org/art/collections/artwork/young-brittany-girl-pearce-charles-sprague,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/80/80c068aa-8659-475d-8418-e6ea903b1f36.jpg,"Pearce, Charles Sprague",American,1851,1914,oil on canvas,21 3/8 x 18 1/2 in.,The Holliday Collection,0,,
Weathervane: Goddess of Liberty,http://www.imamuseum.org/art/collections/artwork/weathervane-goddess-liberty-henry-leach,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/6b/6b06b81a-49fa-4c07-9bd8-59c98809063e.jpg,Henry Leach,American,1809,1885,Hollow Copper | Cast Lead Torso | Originaly Gilded,figure: 47 H |  flag: 61 H,Gift of Mr. Edward Huber Dunlap in memory of his wife Louise Dunlap,1870,,
Portrait of Mary Ethell Gertrude Walker,http://www.imamuseum.org/art/collections/artwork/portrait-mary-ethell-gertrude-walker-adams-john-ottis,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/c5/c56bd108-b6de-46b1-8d65-39674f7f49b9.jpg,"Adams, John Ottis",American,1851,1927,oil on canvas mounted to Masonite,22 x 18 in.,Bequest of Ora G. Ethell,0,,
Women Dressing,http://www.imamuseum.org/art/collections/artwork/women-dressing-paxton-william-mcgregor,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b6/b6764587-d46e-4f89-92b9-19461b186c64.jpg,"Paxton, William McGregor",American,1869,1941,oil on canvas,10 x 8 in.,Gift of Joan D. Weisenberger in memory of Vera Merz Weisenberger,1906,,
Reclining Nude,http://www.imamuseum.org/art/collections/artwork/reclining-nude-david-k-rubins,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/14/1404d285-46ad-4424-88db-9d88ca81f9e6.jpg,David K. Rubins,American,1902,1985,plaster,14 x 15 x 4 in.,"Gift of Dr. Steven Conant in honor of Mrs. H.L. Conant, Mrs. Ruth Conant, and Miss Joan Weisenberger",1936,,
Seascape,http://www.imamuseum.org/art/collections/artwork/seascape-whistler-james-abbott-mcneill,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/15/15f18a9c-50ea-4eea-80a3-e0602ccda9cf.jpg,"Whistler, James Abbott McNeill",American,1834,1903,oil on board,11 x 19 1/4 x 1 in. |  27.9 x 48.9 x 2.5 cm. (framed),Gift of Mrs. Clementine Tangeman,0,,
Seascape,http://www.imamuseum.org/art/collections/artwork/seascape-whistler-james-abbott-mcneill-0,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/d7/d7b820bf-a5e0-4f34-ab12-0dbb0aaa9b3c.jpg,"Whistler, James Abbott McNeill",American,1834,1903,oil on panel,11 x 19 1/4 x 1 in. (framed),Gift of Mrs. Clementine Tangeman,0,,
The Elopement,http://www.imamuseum.org/art/collections/artwork/elopement--0,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/06/0648b479-5dfc-4bee-8a2f-9efd9fbe65cb.jpg,Emery D. Horsky,American,1885,1964,oil on canvas,36 x 27 in.,Mr. and Mrs. Charles E. Ballard in memory of Ed and Dolly Ballard,0,,
Portrait Medallion (Mildred Barnes),http://www.imamuseum.org/art/collections/artwork/portrait-medallion-mildred-barnes-scudder-janet,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/12/12a03ea6-09c5-4141-8f7d-d4aa27a27ad6.jpg,"Scudder, Janet",American,1873,1940,bronze,4 3/8 x 3 3/4 in.,John Herron Fund,1906,,
Portrait Medallion (Alice Jones),http://www.imamuseum.org/art/collections/artwork/portrait-medallion-alice-jones-scudder-janet,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f0/f041ffc2-abb0-4411-af0e-027a907d18b4.jpg,"Scudder, Janet",American,1873,1940,bronze,4 3/8 x 3 3/4 in.,John Herron Fund,1900,,
Medal: Admission of Indiana to the Union,http://www.imamuseum.org/art/collections/artwork/medal-admission-indiana-union-scudder-janet,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/92/925966b2-ee32-45c5-a3c0-c4157bbe7a5d.jpg,"Scudder, Janet",American,1873,1940,,2 1/2 in.,Gift of Mrs. Addison C. Harris,0,,
Marine,http://www.imamuseum.org/art/collections/artwork/marine-duveneck-frank,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/e1/e1152a00-adf0-4b23-aadc-8c2ab6a65251.jpg,"Duveneck, Frank",American,1848,1919,oil on canvas,42 1/2 x 64 1/2 in.,John Herron Fund,1900,,
General Lew Wallace,http://www.imamuseum.org/art/collections/artwork/general-lew-wallace-thomas-stephen-seymour,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/db/db18d105-8c5f-4e54-a82f-157fca08a535.jpg,"Thomas, Stephen Seymour",American,1868,1956,oil on canvas,,Gift of Henry Lane Wallace,1904,,
Head of a Boy,http://www.imamuseum.org/art/collections/artwork/head-boy-love-john-washington,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b2/b2ea71f3-2de9-4906-82ab-71793bc992c5.jpg,"Love, John Washington",American,1850,1880,oil on panel,,Gift of Frederick A. Hetherington,0,,
"Vista Terreno, Palm de Malloria",http://www.imamuseum.org/art/collections/artwork/vista-terreno-palm-de-malloria-potter-william-j,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/cc/cc9e2a54-23f4-4a35-ba57-2c5bead21e37.jpg,"Potter, William J.",American,1883,1964,oil on canvas,,Gift of Anonymous Person,1922,,
Portrait of Ella Marvin,http://www.imamuseum.org/art/collections/artwork/portrait-ella-marvin-chapin-james-ormsbee,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/7c/7c64706e-1977-4c77-a239-bcacd9ea9425.jpg,"Chapin, James Ormsbee",American,1887,1975,oil on canvas,,Sarah E. Banning Bequest,1925,,
Landscape: The River,http://www.imamuseum.org/art/collections/artwork/landscape-river-metcalf-willard-leroy,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/58/58862a44-a9ac-435f-be1e-ee4a96ff2c15.jpg,"Metcalf, Willard LeRoy",American,1858,1925,oil on canvas,,James E. Roberts Fund,0,,
Farmyard Scene,http://www.imamuseum.org/art/collections/artwork/farmyard-scene-cox-jacob,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/32/32883af7-b90d-466c-9731-832d85f2387a.jpg,"Cox, Jacob",American,1810,1892,oil on canvas,,Gift of Otto R. Lieber,0,,
Portrait of Amelia Studley,http://www.imamuseum.org/art/collections/artwork/portrait-amelia-studley-easton-joseph,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/c8/c811c569-c94d-4c2c-b686-c7f9c1c0fdf1.jpg,"Easton, Joseph",American,1829,1875,oil on canvas,,Purchase Fund,1865,"In this portrait Eaton's brushstrokes appear loose, but the drawing of the sitter's facial features remains firm and solid.
Eaton spent only a short time in Indianapolis, during which he studied under Jacob Cox.  He eventually settled in New York.
The artist developed a reputation as a skillful painter of women's portraits.",Miss Violet G. Williams of Cincinnati 1934 Edward H. Dwight of Cincinnati Indianapolis Museum of Art
San Barnaba,http://www.imamuseum.org/art/collections/artwork/san-barnaba-bosa-louis,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f2/f2c5ec47-20ad-487c-b7e3-48d4c0fad192.jpg,"Bosa, Louis",American,1905,0,oil on canvas,,"Gift of the National Academy of Design, Henry Ward Ranger Fund",0,,
Children's Heads,http://www.imamuseum.org/art/collections/artwork/childrens-heads-cassatt-mary,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ee/ee444800-c85c-43bf-88b5-cff17422fbd2.jpg,"Cassatt, Mary",American,1845,1926,Pastel On Paper Mounted On Canvas,,"Gift of Mr. and Mrs. John G. Rauch, Sr.",0,,
Harp of Mystery,http://www.imamuseum.org/art/collections/artwork/harp-mystery-shulz-adolph-robert,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/fb/fb172f30-3a12-4a1d-a62b-4c9e810915e6.jpg,"Shulz, Adolph Robert",american,1869,1963,oil on canvas,,Gift of Mrs. Adolph Robert Shulz,1925,,
Daybreak,http://www.imamuseum.org/art/collections/artwork/daybreak-romano-emanuel-glicen,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/38/38fb0814-85c6-4574-99ea-eea95ca0a3e1.jpg,"Romano, Emanuel Glicen",American,1897,1984,oil on canvas,,Gift of Onya LaTour for the Onya LaTour Collection,1951,,
Marie and Baby,http://www.imamuseum.org/art/collections/artwork/marie-and-baby-robert-henri,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/fa/faf23263-0e33-4730-b537-61cf0496df9e.jpg,Robert Henri,American,1865,1929,oil on canvas,,Gift of the Harrison Eiteljorg Gallery of Western Art,0,,
"The Beach Scituate, Massachusetts",http://www.imamuseum.org/art/collections/artwork/beach-scituate-massachusetts-meteyard-thomas-buford,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/d9/d9edbd62-68f2-457d-8b2c-bbca5684478b.jpg,"Meteyard, Thomas Buford",American,1865,1928,oil on canvas,,The Holliday Collection,0,,
"Summer Landscape Falls Village, Connecticut",http://www.imamuseum.org/art/collections/artwork/summer-landscape-falls-village-connecticut-carlsen-dines,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/4a/4ae871e7-89e9-4ea7-9a25-2b963df71402.jpg,"Carlsen, Dines",American,1901,1966,oil on canvas,,Gift of Mrs. Grace Zelms,0,,
Buildings in Winter,http://www.imamuseum.org/art/collections/artwork/buildings-winter-cecil-f-head,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/0e/0e39fc73-7d79-4dd2-bb65-d31de7a5d530.jpg,Cecil F. Head,American,1906,0,oil on composition board,,Gift of the Artist,1935,,
